INF_ID,COL_ENG_NM,COL_KOR_NM,COL_EXP
OA-18059,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18059,SERVICE,서비스명,LOCALDATA_072202_SB
OA-18059,START_INDEX,요청시작위치,정수입력
OA-18059,END_INDEX,요청종료위치,정수입력
OA-12746,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12746,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12746,SERVICE,서비스명,DdmNewsJobList
OA-12746,START_INDEX,요청시작위치,정수입력
OA-12746,END_INDEX,요청종료위치,정수입력
OA-10374,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10374,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10374,SERVICE,서비스명,DongdeamoonAdminMesurePublic
OA-10374,START_INDEX,요청시작위치,정수입력
OA-10374,END_INDEX,요청종료위치,정수입력
OA-10235,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10235,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10235,SERVICE,서비스명,JungguModelRestaurantCancel
OA-10235,START_INDEX,요청시작위치,정수입력
OA-10235,END_INDEX,요청종료위치,정수입력
OA-20389,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20389,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20389,SERVICE,서비스명,fcltOpenInfo_SM
OA-20389,START_INDEX,요청시작위치,정수입력
OA-20389,END_INDEX,요청종료위치,정수입력
OA-20415,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20415,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20415,SERVICE,서비스명,fcltOpenInfo_OLWI
OA-20415,START_INDEX,요청시작위치,정수입력
OA-20415,END_INDEX,요청종료위치,정수입력
OA-20378,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20378,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20378,SERVICE,서비스명,fcltOpenInfo_JG
OA-20378,START_INDEX,요청시작위치,정수입력
OA-20378,END_INDEX,요청종료위치,정수입력
OA-16172,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16172,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16172,SERVICE,서비스명,LOCALDATA_010101_MP
OA-16172,START_INDEX,요청시작위치,정수입력
OA-16172,END_INDEX,요청종료위치,정수입력
OA-20399,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20399,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20399,SERVICE,서비스명,fcltOpenInfo_GN
OA-20399,START_INDEX,요청시작위치,정수입력
OA-20399,END_INDEX,요청종료위치,정수입력
OA-12205,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12205,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12205,SERVICE,서비스명,MPListPublicReservationInstitution
OA-12205,START_INDEX,요청시작위치,정수입력
OA-12205,END_INDEX,요청종료위치,정수입력
OA-12163,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12163,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12163,SERVICE,서비스명,YCListPublicReservationInstitution
OA-12163,START_INDEX,요청시작위치,정수입력
OA-12163,END_INDEX,요청종료위치,정수입력
OA-10432,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10432,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10432,SERVICE,서비스명,YdpListEnvGuideCheck
OA-10432,START_INDEX,요청시작위치,정수입력
OA-10432,END_INDEX,요청종료위치,정수입력
OA-10851,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10851,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10851,SERVICE,서비스명,YcModelRestaurantCancel
OA-10851,START_INDEX,요청시작위치,정수입력
OA-10851,END_INDEX,요청종료위치,정수입력
OA-10508,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10508,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10508,SERVICE,서비스명,EpPublicHygieneBizLocManageDong
OA-10508,START_INDEX,요청시작위치,정수입력
OA-10508,END_INDEX,요청종료위치,정수입력
OA-10993,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10993,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10993,SERVICE,서비스명,NwFoodCollectCheckHygieneBiz
OA-10993,START_INDEX,요청시작위치,정수입력
OA-10993,END_INDEX,요청종료위치,정수입력
OA-11531,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11531,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11531,SERVICE,서비스명,GaPublicHygieneBizLocManage
OA-11531,START_INDEX,요청시작위치,정수입력
OA-11531,END_INDEX,요청종료위치,정수입력
OA-2385,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-2385,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-2385,SERVICE,서비스명,GuroFoodHygieneBizLocManageDong
OA-2385,START_INDEX,요청시작위치,정수입력
OA-2385,END_INDEX,요청종료위치,정수입력
OA-9909,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-9909,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-9909,SERVICE,서비스명,GwangjinModelRestaurantDesignate
OA-9909,START_INDEX,요청시작위치,정수입력
OA-9909,END_INDEX,요청종료위치,정수입력
OA-12216,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12216,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12216,SERVICE,서비스명,SDMListPublicReservationSport
OA-12216,START_INDEX,요청시작위치,정수입력
OA-12216,END_INDEX,요청종료위치,정수입력
OA-11170,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11170,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11170,SERVICE,서비스명,SbListLaborUnion
OA-11170,START_INDEX,요청시작위치,정수입력
OA-11170,END_INDEX,요청종료위치,정수입력
OA-16264,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16264,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16264,SERVICE,서비스명,LOCALDATA010104YS
OA-16264,START_INDEX,요청시작위치,정수입력
OA-16264,END_INDEX,요청종료위치,정수입력
OA-16328,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16328,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16328,SERVICE,서비스명,LOCALDATA_010106_YD
OA-16328,START_INDEX,요청시작위치,정수입력
OA-16328,END_INDEX,요청종료위치,정수입력
OA-16415,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16415,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16415,SERVICE,서비스명,LOCALDATA_010202_DB
OA-16415,START_INDEX,요청시작위치,정수입력
OA-16415,END_INDEX,요청종료위치,정수입력
OA-16557,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16557,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16557,SERVICE,서비스명,LOCALDATA_020303_GR
OA-16557,START_INDEX,요청시작위치,정수입력
OA-16557,END_INDEX,요청종료위치,정수입력
OA-16614,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16614,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16614,SERVICE,서비스명,LOCALDATA_020306_SP
OA-16614,START_INDEX,요청시작위치,정수입력
OA-16614,END_INDEX,요청종료위치,정수입력
OA-16016,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16016,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16016,SERVICE,서비스명,LOCALDATA_030503
OA-16016,START_INDEX,요청시작위치,정수입력
OA-16016,END_INDEX,요청종료위치,정수입력
OA-16766,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16766,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16766,SERVICE,서비스명,LOCALDATA_030504_GD
OA-16766,START_INDEX,요청시작위치,정수입력
OA-16766,END_INDEX,요청종료위치,정수입력
OA-17595,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17595,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17595,SERVICE,서비스명,LOCALDATA_031202_YD
OA-17595,START_INDEX,요청시작위치,정수입력
OA-17595,END_INDEX,요청종료위치,정수입력
OA-17413,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17413,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17413,SERVICE,서비스명,LOCALDATA_031101_EP
OA-17413,START_INDEX,요청시작위치,정수입력
OA-17413,END_INDEX,요청종료위치,정수입력
OA-17460,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17460,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17460,SERVICE,서비스명,LOCALDATA_031104_GB
OA-17460,START_INDEX,요청시작위치,정수입력
OA-17460,END_INDEX,요청종료위치,정수입력
OA-17587,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17587,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17587,SERVICE,서비스명,LOCALDATA_031202_NW
OA-17587,START_INDEX,요청시작위치,정수입력
OA-17587,END_INDEX,요청종료위치,정수입력
OA-19600,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19600,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19600,SERVICE,서비스명,LOCALDATA_103101_SP
OA-19600,START_INDEX,요청시작위치,정수입력
OA-19600,END_INDEX,요청종료위치,정수입력
OA-17702,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17702,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17702,SERVICE,서비스명,LOCALDATA_031304_JN
OA-17702,START_INDEX,요청시작위치,정수입력
OA-17702,END_INDEX,요청종료위치,정수입력
OA-17949,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17949,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17949,SERVICE,서비스명,LOCALDATA_051901_GN
OA-17949,START_INDEX,요청시작위치,정수입력
OA-17949,END_INDEX,요청종료위치,정수입력
OA-18203,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18203,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18203,SERVICE,서비스명,LOCALDATA_072209_JG
OA-18203,START_INDEX,요청시작위치,정수입력
OA-18203,END_INDEX,요청종료위치,정수입력
OA-18261,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18261,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18261,SERVICE,서비스명,LOCALDATA_072211_DB
OA-18261,START_INDEX,요청시작위치,정수입력
OA-18261,END_INDEX,요청종료위치,정수입력
OA-18668,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18668,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18668,SERVICE,서비스명,LOCALDATA_072404_GR
OA-18668,START_INDEX,요청시작위치,정수입력
OA-18668,END_INDEX,요청종료위치,정수입력
OA-18697,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18697,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18697,SERVICE,서비스명,LOCALDATA_072405_GA
OA-18697,START_INDEX,요청시작위치,정수입력
OA-18697,END_INDEX,요청종료위치,정수입력
OA-19256,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19256,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19256,SERVICE,서비스명,LOCALDATA_093003_GJ
OA-19256,START_INDEX,요청시작위치,정수입력
OA-19256,END_INDEX,요청종료위치,정수입력
OA-19331,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19331,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19331,SERVICE,서비스명,LOCALDATA_093007_GJ
OA-19331,START_INDEX,요청시작위치,정수입력
OA-19331,END_INDEX,요청종료위치,정수입력
OA-11495,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11495,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11495,SERVICE,서비스명,GaPublicHygieneBizEtcProducts
OA-11495,START_INDEX,요청시작위치,정수입력
OA-11495,END_INDEX,요청종료위치,정수입력
OA-19513,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19513,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19513,SERVICE,서비스명,LOCALDATA_093016_EP
OA-19513,START_INDEX,요청시작위치,정수입력
OA-19513,END_INDEX,요청종료위치,정수입력
OA-19651,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19651,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19651,SERVICE,서비스명,LOCALDATA_103201_GD
OA-19651,START_INDEX,요청시작위치,정수입력
OA-19651,END_INDEX,요청종료위치,정수입력
OA-16134,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16134,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16134,SERVICE,서비스명,LOCALDATA_103301
OA-16134,START_INDEX,요청시작위치,정수입력
OA-16134,END_INDEX,요청종료위치,정수입력
OA-19694,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19694,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19694,SERVICE,서비스명,LOCALDATA_103302_GC
OA-19694,START_INDEX,요청시작위치,정수입력
OA-19694,END_INDEX,요청종료위치,정수입력
OA-11324,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11324,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11324,SERVICE,서비스명,GnListLaborUnion
OA-11324,START_INDEX,요청시작위치,정수입력
OA-11324,END_INDEX,요청종료위치,정수입력
OA-2209,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-2209,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-2209,SERVICE,서비스명,PublicParkingTiket
OA-2209,START_INDEX,요청시작위치,정수입력
OA-2209,END_INDEX,요청종료위치,정수입력
OA-2690,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-2690,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-2690,SERVICE,서비스명,SBAAnimationCenterBook
OA-2690,START_INDEX,요청시작위치,정수입력
OA-2690,END_INDEX,요청종료위치,정수입력
OA-11341,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11341,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11341,SERVICE,서비스명,MpPublicHygieneBizEtcProducts
OA-11341,START_INDEX,요청시작위치,정수입력
OA-11341,END_INDEX,요청종료위치,정수입력
OA-20312,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20312,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20312,SERVICE,서비스명,ChildCareInfoEP
OA-20312,START_INDEX,요청시작위치,정수입력
OA-20312,END_INDEX,요청종료위치,정수입력
OA-17562,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17562,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17562,SERVICE,서비스명,LOCALDATA_031201_NW
OA-17562,START_INDEX,요청시작위치,정수입력
OA-17562,END_INDEX,요청종료위치,정수입력
OA-16043,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16043,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16043,SERVICE,서비스명,LOCALDATA_031101
OA-16043,START_INDEX,요청시작위치,정수입력
OA-16043,END_INDEX,요청종료위치,정수입력
OA-18760,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18760,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18760,SERVICE,서비스명,LOCALDATA_082602_GB
OA-18760,START_INDEX,요청시작위치,정수입력
OA-18760,END_INDEX,요청종료위치,정수입력
OA-17387,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17387,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17387,SERVICE,서비스명,LOCALDATA_031005_GA
OA-17387,START_INDEX,요청시작위치,정수입력
OA-17387,END_INDEX,요청종료위치,정수입력
OA-17317,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17317,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17317,SERVICE,서비스명,LOCALDATA_031003_JN
OA-17317,START_INDEX,요청시작위치,정수입력
OA-17317,END_INDEX,요청종료위치,정수입력
OA-16033,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16033,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16033,SERVICE,서비스명,LOCALDATA_030713
OA-16033,START_INDEX,요청시작위치,정수입력
OA-16033,END_INDEX,요청종료위치,정수입력
OA-12197,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12197,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12197,SERVICE,서비스명,SBListPublicReservationDetail
OA-12197,START_INDEX,요청시작위치,정수입력
OA-12197,END_INDEX,요청종료위치,정수입력
OA-17279,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17279,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17279,SERVICE,서비스명,LOCALDATA_031001_SM
OA-17279,START_INDEX,요청시작위치,정수입력
OA-17279,END_INDEX,요청종료위치,정수입력
OA-17075,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17075,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17075,SERVICE,서비스명,LOCALDATA_030709_GB
OA-17075,START_INDEX,요청시작위치,정수입력
OA-17075,END_INDEX,요청종료위치,정수입력
OA-19345,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19345,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19345,SERVICE,서비스명,LOCALDATA_093007_YD
OA-19345,START_INDEX,요청시작위치,정수입력
OA-19345,END_INDEX,요청종료위치,정수입력
OA-16679,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16679,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16679,SERVICE,서비스명,LOCALDATA_030501_MP
OA-16679,START_INDEX,요청시작위치,정수입력
OA-16679,END_INDEX,요청종료위치,정수입력
OA-2708,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-2708,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-2708,SERVICE,서비스명,SJWPerform
OA-2708,START_INDEX,요청시작위치,정수입력
OA-2708,END_INDEX,요청종료위치,정수입력
OA-19586,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19586,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19586,SERVICE,서비스명,LOCALDATA_103101_DB
OA-19586,START_INDEX,요청시작위치,정수입력
OA-19586,END_INDEX,요청종료위치,정수입력
OA-19895,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19895,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19895,SERVICE,서비스명,LOCALDATA_114301_YD
OA-19895,START_INDEX,요청시작위치,정수입력
OA-19895,END_INDEX,요청종료위치,정수입력
OA-19896,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19896,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19896,SERVICE,서비스명,LOCALDATA_114301_DJ
OA-19896,START_INDEX,요청시작위치,정수입력
OA-19896,END_INDEX,요청종료위치,정수입력
OA-10158,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10158,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10158,SERVICE,서비스명,GeumcheonModelRestaurantCancel
OA-10158,START_INDEX,요청시작위치,정수입력
OA-10158,END_INDEX,요청종료위치,정수입력
OA-16591,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16591,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16591,SERVICE,서비스명,LOCALDATA_020306_JN
OA-16591,START_INDEX,요청시작위치,정수입력
OA-16591,END_INDEX,요청종료위치,정수입력
OA-10673,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10673,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10673,SERVICE,서비스명,GdFoodHygieneBizSaleImport
OA-10673,START_INDEX,요청시작위치,정수입력
OA-10673,END_INDEX,요청종료위치,정수입력
OA-10917,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10917,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10917,SERVICE,서비스명,GbFoodCollectCheck
OA-10917,START_INDEX,요청시작위치,정수입력
OA-10917,END_INDEX,요청종료위치,정수입력
OA-20285,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20285,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20285,SERVICE,서비스명,upisEtcProj
OA-20285,START_INDEX,요청시작위치,정수입력
OA-20285,END_INDEX,요청종료위치,정수입력
OA-15794,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15794,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15794,SERVICE,서비스명,Drps
OA-15794,START_INDEX,요청시작위치,정수입력
OA-15794,END_INDEX,요청종료위치,정수입력
OA-20414,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20414,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20414,SERVICE,서비스명,fcltOpenInfo_OMWSI
OA-20414,START_INDEX,요청시작위치,정수입력
OA-20414,END_INDEX,요청종료위치,정수입력
OA-20413,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20413,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20413,SERVICE,서비스명,fcltOpenInfo_OMI
OA-20413,START_INDEX,요청시작위치,정수입력
OA-20413,END_INDEX,요청종료위치,정수입력
OA-16605,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16605,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16605,SERVICE,서비스명,LOCALDATA_020306_YC
OA-16605,START_INDEX,요청시작위치,정수입력
OA-16605,END_INDEX,요청종료위치,정수입력
OA-16105,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16105,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16105,SERVICE,서비스명,LOCALDATA_092802
OA-16105,START_INDEX,요청시작위치,정수입력
OA-16105,END_INDEX,요청종료위치,정수입력
OA-19150,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19150,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19150,SERVICE,서비스명,LOCALDATA_092901_SP
OA-19150,START_INDEX,요청시작위치,정수입력
OA-19150,END_INDEX,요청종료위치,정수입력
OA-19909,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19909,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19909,SERVICE,서비스명,LOCALDATA_114302_SB
OA-19909,START_INDEX,요청시작위치,정수입력
OA-19909,END_INDEX,요청종료위치,정수입력
OA-15464,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15464,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15464,SERVICE,서비스명,bookStorePopInfo
OA-15464,START_INDEX,요청시작위치,정수입력
OA-15464,END_INDEX,요청종료위치,정수입력
OA-10404,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10404,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10404,SERVICE,서비스명,DongdeamoonListLoanCompany
OA-10404,START_INDEX,요청시작위치,정수입력
OA-10404,END_INDEX,요청종료위치,정수입력
OA-10646,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10646,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10646,SERVICE,서비스명,GdPublicHygieneBizTreatment
OA-10646,START_INDEX,요청시작위치,정수입력
OA-10646,END_INDEX,요청종료위치,정수입력
OA-15452,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15452,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15452,SERVICE,서비스명,statChildGenderInfo
OA-15452,START_INDEX,요청시작위치,정수입력
OA-15452,END_INDEX,요청종료위치,정수입력
OA-15450,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15450,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15450,SERVICE,서비스명,statSisulYearInfo
OA-15450,START_INDEX,요청시작위치,정수입력
OA-15450,END_INDEX,요청종료위치,정수입력
OA-20291,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20291,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20291,SERVICE,서비스명,TbWcmBoardB0414
OA-20291,START_INDEX,요청시작위치,정수입력
OA-20291,END_INDEX,요청종료위치,정수입력
OA-20294,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20294,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20294,SERVICE,서비스명,TbWcmBoardB01590
OA-20294,START_INDEX,요청시작위치,정수입력
OA-20294,END_INDEX,요청종료위치,정수입력
OA-10107,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10107,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10107,SERVICE,서비스명,GeumcheonPublicHygieneBizTreatment
OA-10107,START_INDEX,요청시작위치,정수입력
OA-10107,END_INDEX,요청종료위치,정수입력
OA-15637,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15637,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15637,SERVICE,서비스명,ViewTbWalkMovie
OA-15637,START_INDEX,요청시작위치,정수입력
OA-15637,END_INDEX,요청종료위치,정수입력
OA-18097,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18097,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18097,SERVICE,서비스명,LOCALDATA_072203_GA
OA-18097,START_INDEX,요청시작위치,정수입력
OA-18097,END_INDEX,요청종료위치,정수입력
OA-15459,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15459,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15459,SERVICE,서비스명,statSisulEntryNumberInfo
OA-15459,START_INDEX,요청시작위치,정수입력
OA-15459,END_INDEX,요청종료위치,정수입력
OA-15613,KEY,인증키,OpenAPI에서 발급받은 인증키
